<OPEN_43371>,<HIGH_43371>,<LOW_43371>,<CLOSE_43371>,<OPEN_43403>,<HIGH_43403>,<LOW_43403>,<CLOSE_43403>,<OPEN_43432>,<HIGH_43432>,<LOW_43432>,<CLOSE_43432>,<OPEN_43437>,<HIGH_43437>,<LOW_43437>,<CLOSE_43437>
118080,118090,118030,118060,110530,110550,110370,110380,111280,111340,111220,111320,115100,115120,115070,115110
118060,118080,118040,118080,110380,110400,110330,110340,111320,111360,111270,111340,115080,115100,115060,115080
118090,118090,118070,118070,110330,110370,110290,110350,111360,111360,111300,111320,115080,115090,115020,115050
118080,118080,117980,117990,110360,110370,110250,110290,111320,111380,111280,111330,115050,115070,115030,115040
118010,118020,117990,118020,110290,110320,110260,110310,111330,111340,111290,111300,115030,115060,115030,115060
118010,118040,118010,118020,110300,110430,110280,110400,111300,111300,111210,111210,115050,115100,114970,114990
118020,118030,118000,118030,110420,110420,110330,110360,111220,111250,111170,111220,114980,115030,114970,115020
118000,118030,117980,118030,110370,110380,110330,110380,111210,111260,111210,111230,115020,115050,115010,115050
118020,118040,118000,118000,110390,110440,110370,110440,111220,111230,111180,111200,115060,115070,114980,114980
118000,118050,118000,118000,110430,110440,110370,110380,111180,111240,111180,111230,114980,114980,114910,114940
118000,118010,117970,117970,110380,110410,110370,110380,111220,111220,111080,111100,114940,115000,114930,114960
117980,118010,117910,118000,110370,110440,110330,110400,111100,111160,111070,111100,114950,114950,114860,114890
117980,117990,117980,117990,110400,110430,110390,110400,111100,111190,111100,111170,114890,114900,114810,114890
117990,117990,117910,117920,110390,110420,110370,110420,111190,111210,111140,111180,114900,114920,114850,114880
117920,117930,117810,117830,110420,110440,110390,110420,111190,111220,111150,111150,114870,114900,114860,114900
117840,117890,117830,117860,110400,110420,110350,110360,111160,111250,111160,111180,114900,114900,114800,114850
117870,117880,117830,117860,110370,110440,110370,110410,111210,111230,111130,111130,114840,114900,114840,114850
117870,117900,117850,117860,110420,110510,110420,110480,111130,111170,111120,111140,114850,114850,114830,114830
117860,117860,117720,117750,110490,110520,110470,110500,111130,111140,111090,111090,114830,114870,114810,114870
117740,117780,117720,117780,110500,110530,110470,110500,111100,111110,111070,111090,114870,114920,114870,114890
117770,117830,117760,117830,110510,110510,110470,110490,111090,111140,111090,111110,114880,114900,114860,114870
117830,117920,117820,117920,110490,110500,110460,110490,111100,111100,111070,111100,114870,114870,114790,114850
117920,117970,117920,117940,110480,110510,110460,110470,111100,111130,111090,111100,114830,114830,114790,114830
117930,117950,117890,117890,110470,110520,110460,110490,111110,111150,111100,111130,114830,114860,114810,114820
117910,117910,117870,117880,110490,110510,110430,110450,111120,111130,111100,111120,114830,114850,114800,114820
117870,117880,117860,117870,110440,110460,110270,110290,111110,111120,111100,111120,114820,114870,114770,114870
117870,117930,117870,117920,110290,110320,110270,110300,111110,111130,111090,111130,114870,114880,114830,114870
117930,117950,117910,117950,110310,110310,110240,110280,111120,111130,110990,111100,114870,114880,114810,114820
117950,117990,117930,117970,110270,110280,110160,110200,111090,111140,111090,111110,114820,114840,114780,114790
117980,118040,117970,118030,110200,110250,110150,110250,111120,111200,111110,111200,114800,114860,114790,114860
118020,118020,117930,117950,110230,110250,110170,110170,111200,111420,111150,111420,114850,114930,114850,114920
117940,117970,117940,117950,110180,110190,110140,110160,111420,111520,111360,111480,114910,114920,114870,114910
117940,117990,117890,117990,110150,110280,110140,110280,111480,111620,111430,111610,114920,114980,114910,114980
117990,118020,117990,118010,110260,110330,110220,110320,111620,111800,111620,111750,114980,114980,114930,114960
118010,118030,117990,117990,110310,110310,110270,110300,111760,111840,111720,111800,114960,114990,114920,114950
117990,118020,117970,117970,110300,110340,110280,110290,111800,111910,111790,111810,114950,114980,114940,114970
117990,118010,117980,118000,110280,110320,110240,110260,111810,111850,111700,111760,114980,115010,114960,115010
118000,118020,118000,118000,110250,110290,110220,110230,111760,111970,111760,111960,115010,115030,114980,115000
117990,117990,117990,117990,110230,110280,110200,110250,111940,112160,111930,112130,115000,115030,114990,115010
118000,118010,117990,118010,110240,110250,110200,110220,112120,112230,112100,112170,115020,115020,114990,115010
118010,118010,117990,117990,110210,110230,110190,110200,112180,112290,112180,112210,115020,115030,115000,115020
117990,118030,117990,118020,110190,110190,109980,110020,112210,112230,112030,112070,115020,115040,114980,114990
118030,118040,118020,118020,110010,110020,109950,109990,112070,112100,111970,111980,115010,115040,114980,115000
118030,118040,118020,118030,109990,110010,109950,109990,112000,112080,111990,112060,114990,115030,114990,115010
118020,118050,118020,118040,109990,110020,109920,109940,112060,112110,112000,112050,115010,115010,114980,114990
118050,118100,118020,118060,109930,110070,109930,110040,112060,112170,112060,112100,115000,115060,114990,115040
118050,118100,118000,118000,110050,110060,109990,110060,112110,112150,112060,112100,115060,115090,115050,115070
118020,118020,117960,117970,110040,110210,110030,110190,112100,112190,112090,112150,115070,115100,115060,115060
117980,118010,117960,118010,110200,110280,110130,110210,112140,112190,112070,112140,115070,115100,115060,115060
118020,118060,118010,118040,110220,110220,110180,110210,112140,112160,112100,112110,115060,115120,115060,115120
118040,118050,118000,118010,110210,110380,110190,110370,112110,112330,112110,112290,115110,115180,115080,115090
118020,118020,117970,117980,110370,110380,110290,110300,112290,112390,112290,112350,115080,115120,115070,115090
117980,117980,117900,117950,110290,110300,110240,110290,112340,112370,112290,112290,115090,115120,115080,115120
117940,117990,117930,117980,110270,110280,110220,110230,112290,112330,112190,112240,115120,115190,115120,115140
117980,118000,117980,118000,110210,110240,110160,110170,112240,112240,112170,112180,115150,115170,115090,115150
117990,118010,117920,117960,110180,110200,110130,110160,112180,112290,112160,112250,115150,115250,115120,115200
117960,117970,117940,117940,110160,110190,110130,110170,112240,112270,112220,112260,115200,115210,115160,115200
117930,117930,117900,117910,110170,110230,110100,110210,112260,112350,112260,112330,115200,115210,115170,115180
117920,117980,117910,117950,110230,110300,110190,110200,112330,112520,112320,112510,115190,115190,115150,115170
117950,117960,117950,117950,110200,110230,110160,110210,112510,112700,112510,112570,115170,115190,115170,115180
117950,117980,117940,117940,110210,110240,110130,110200,112570,112710,112570,112590,115200,115240,115200,115200
117940,117950,117940,117950,110190,110290,110190,110240,112580,112630,112530,112600,115210,115220,115170,115220
117960,117970,117960,117970,110230,110250,110130,110170,112590,112600,112520,112540,115230,115240,115200,115200
117970,117970,117960,117960,110150,110210,110140,110170,112530,112540,112440,112480,115200,115210,115180,115190
117980,117990,117970,117990,110150,110210,110120,110170,112480,112540,112470,112470,115200,115250,115200,115250
117980,118020,117980,118000,110170,110230,110140,110230,112470,112590,112470,112530,115250,115260,115200,115200
117980,117990,117940,117950,110230,110260,110160,110250,112540,112560,112480,112480,115210,115230,115190,115210
117950,117950,117930,117940,110260,110260,110180,110180,112480,112570,112480,112530,115210,115230,115180,115200
117930,117950,117930,117930,110170,110250,110150,110210,112530,112650,112510,112610,115200,115200,115150,115180
117930,117930,117910,117920,110200,110330,110200,110330,112610,112820,112600,112800,115180,115190,115170,115190
117920,117930,117910,117910,110310,110380,110300,110340,112800,112870,112670,112680,115190,115190,115040,115110
117910,117910,117860,117880,110350,110360,110310,110320,112670,112790,112640,112690,115110,115120,115030,115070
117890,117910,117880,117910,110330,110410,110290,110410,112690,112840,112680,112770,115070,115090,115060,115080
117910,117920,117890,117890,110400,110430,110360,110430,112770,112810,112720,112750,115090,115130,115080,115120
117890,117890,117870,117890,110420,110470,110410,110440,112760,112830,112760,112810,115110,115140,115110,115130
117880,117900,117850,117870,110440,110480,110390,110400,112820,112980,112810,112970,115140,115150,115080,115090
117890,117890,117860,117860,110400,110430,110370,110380,112970,113050,112900,112930,115110,115110,115050,115070
117890,117900,117850,117850,110390,110440,110360,110430,112920,113160,112920,113110,115070,115070,115050,115060
117840,117860,117840,117850,110400,110430,110370,110370,113120,113220,113030,113050,115060,115070,115040,115070
117850,117870,117850,117870,110380,110440,110380,110410,113030,113140,113020,113040,115060,115060,115040,115040
117870,117890,117870,117880,110400,110400,110300,110330,113040,113120,112980,112980,115050,115130,115040,115080
117900,117930,117890,117910,110330,110370,110320,110370,112980,113060,112970,112990,115080,115090,115060,115060
117900,117900,117870,117880,110360,110400,110340,110340,112990,113020,112870,112930,115060,115070,115040,115060
117900,117910,117890,117900,110330,110370,110290,110300,112930,113070,112930,112950,115070,115080,115060,115080
117900,117920,117860,117890,110300,110330,110280,110280,112960,113020,112960,112960,115080,115100,115080,115100
117900,117910,117900,117900,110280,110330,110250,110280,112960,112980,112900,112900,115110,115190,115090,115130
117900,117920,117890,117920,110260,110290,110230,110260,112910,112970,112900,112930,115130,115140,115110,115140
117930,117960,117920,117960,110250,110280,110180,110220,112950,113030,112930,113000,115130,115150,115080,115080
117950,117950,117900,117920,110200,110250,110190,110240,113020,113160,113000,113090,115090,115110,115080,115080
117930,117940,117920,117920,110210,110370,110210,110330,113090,113090,113040,113040,115100,115130,115100,115130
117930,117970,117920,117970,110320,110400,110320,110400,113050,113090,112940,112970,115120,115190,115110,115120
117970,117980,117910,117910,110390,110410,110360,110370,112970,113050,112970,113040,115110,115160,115110,115140
117910,117910,117880,117900,110360,110360,110280,110280,113040,113040,112970,112970,115140,115170,115140,115150
117910,117910,117880,117880,110270,110300,110180,110200,112970,112990,112930,112930,115160,115160,115120,115140
117880,117900,117850,117850,110210,110270,110190,110260,112920,112950,112860,112920,115150,115200,115150,115170
117850,117860,117800,117820,110260,110350,110230,110270,112930,113030,112890,113020,115170,115240,115140,115180
117810,117850,117800,117850,110280,110300,110200,110200,113030,113040,113000,113040,115190,115200,115130,115130
117850,117860,117830,117830,110200,110260,110140,110160,113030,113090,112970,113040,115140,115180,115140,115180
117830,117880,117820,117850,110160,110200,110010,110060,113050,113200,113030,113180,115190,115210,115170,115190
117870,117890,117850,117880,110060,110090,110000,110010,113180,113190,113130,113150,115200,115210,115190,115190
117870,117880,117810,117830,110010,110080,109970,110070,113140,113180,113120,113160,115200,115250,115190,115250
117820,117880,117820,117880,110060,110100,110000,110070,113170,113330,113160,113320,115250,115280,115230,115240
117880,117880,117850,117850,110060,110120,110060,110080,113320,113390,113260,113370,115230,115250,115210,115240
117850,117910,117850,117910,110090,110100,110030,110080,113370,113450,113330,113410,115230,115240,115200,115200
117900,117900,117880,117880,110080,110110,110060,110100,113420,113870,113420,113560,115210,115210,115180,115200
117880,117920,117880,117920,110090,110110,110000,110010,113560,113630,113440,113470,115210,115230,115200,115200
117910,117940,117890,117910,110020,110030,109940,110030,113460,113500,113420,113430,115210,115220,115190,115220
117920,117940,117880,117900,110040,110110,110000,110070,113430,113490,113420,113480,115210,115210,115200,115200
117880,117880,117850,117850,110070,110070,110010,110010,113490,113490,113390,113400,115200,115210,115180,115210
117850,117880,117840,117870,110030,110040,110000,110010,113400,113400,113240,113310,115200,115210,115180,115190
117850,117870,117840,117840,110020,110200,110000,110170,113310,113320,113200,113230,115190,115200,115170,115180
117850,117850,117820,117850,110180,110320,110160,110240,113220,113310,113180,113290,115180,115180,115160,115170
117840,117860,117820,117860,110250,110260,110180,110190,113300,113330,113220,113260,115170,115180,115160,115170
117840,117860,117840,117850,110220,110310,110210,110300,113260,113310,113230,113310,115180,115180,115150,115170
117850,117880,117850,117880,110300,110350,110250,110270,113310,113310,113240,113260,115170,115200,115160,115200
117870,117880,117840,117840,110270,110280,110210,110220,113240,113300,113230,113280,115210,115220,115190,115190
117850,117870,117840,117850,110220,110300,110220,110240,113280,113290,113100,113110,115190,115190,115180,115180
117850,117870,117840,117870,110240,110290,110200,110260,113130,113180,113110,113110,115170,115170,115150,115160
117840,117850,117840,117840,110250,110260,110170,110180,113100,113180,113100,113160,115160,115210,115160,115210
117850,117850,117830,117830,110180,110270,110150,110270,113140,113200,113140,113160,115200,115200,115170,115170
117830,117850,117820,117840,110270,110280,110190,110200,113170,113280,113150,113270,115180,115180,115150,115150
117840,117850,117830,117850,110230,110270,110230,110270,113270,113370,113270,113320,115150,115170,115130,115150
117850,117860,117830,117850,110280,110310,110230,110290,113330,113350,113270,113270,115170,115180,115150,115170
117850,117870,117840,117870,110290,110400,110290,110360,113260,113290,113180,113190,115160,115170,115080,115110
117880,117880,117850,117870,110370,110380,110320,110350,113190,113220,113130,113150,115120,115120,115040,115050
117860,117860,117850,117850,110360,110370,110300,110330,113140,113220,113140,113170,115040,115040,115020,115040
117850,117870,117850,117850,110320,110380,110300,110310,113160,113210,113150,113210,115040,115050,115020,115050
117840,117860,117840,117860,110330,110360,110300,110340,113210,113280,113200,113230,115050,115070,115040,115060
117870,117870,117860,117870,110340,110370,110310,110350,113240,113250,113170,113170,115070,115080,115060,115080
117860,117870,117860,117870,110360,110390,110350,110370,113160,113260,113160,113240,115070,115080,115050,115070
117870,117890,117850,117860,110370,110410,110360,110390,113240,113280,113210,113250,115060,115080,115060,115060
117870,117910,117870,117900,110380,110380,110340,110360,113220,113240,113190,113200,115070,115070,115050,115050
117890,117910,117830,117850,110370,110400,110330,110330,113210,113250,113200,113250,115050,115050,115020,115050
117840,117860,117830,117850,110340,110390,110320,110370,113260,113290,113250,113260,115050,115050,115030,115050
117860,117870,117850,117850,110360,110400,110340,110390,113260,113280,113230,113230,115050,115060,115020,115050
117840,117860,117820,117820,110390,110400,110350,110360,113230,113260,113230,113250,115060,115070,115030,115050
117830,117830,117800,117800,110350,110360,110310,110340,113240,113330,113230,113300,115060,115060,114990,115010
117810,117840,117800,117830,110360,110380,110330,110370,113310,113320,113200,113230,115020,115020,114950,115010
117840,117860,117830,117830,110370,110390,110340,110340,113220,113250,113210,113220,115010,115050,115010,115040
117850,117870,117840,117850,110350,110380,110350,110380,113230,113250,113230,113230,115040,115060,115020,115020
117860,117860,117850,117850,110380,110560,110370,110540,113220,113220,113190,113210,115020,115100,115010,115100
117860,117860,117820,117840,110540,110560,110480,110530,113210,113230,113200,113220,115100,115100,115060,115100
117860,117860,117830,117850,110530,110540,110480,110490,113230,113280,113210,113270,115090,115120,115080,115120
117850,117850,117840,117840,110510,110530,110480,110490,113260,113300,113210,113300,115110,115120,115100,115100
117830,117850,117830,117850,110490,110500,110450,110490,113300,113320,113260,113290,115100,115130,115090,115120
117830,117850,117830,117850,110500,110510,110440,110470,113300,113380,113300,113350,115120,115120,115030,115050
117850,117870,117840,117840,110480,110490,110460,110490,113360,113360,113300,113300,115050,115070,115040,115070
117840,117840,117830,117830,110500,110540,110490,110540,113320,113320,113260,113270,115070,115070,115010,115060
117830,117830,117810,117820,110540,110540,110480,110510,113280,113290,113230,113270,115050,115060,115020,115020
117810,117810,117810,117810,110530,110560,110500,110510,113260,113280,113230,113230,115020,115050,115000,115040
117800,117830,117780,117790,110520,110550,110490,110500,113240,113250,113200,113210,115040,115090,115030,115070
117790,117810,117780,117790,110510,110530,110470,110490,113210,113240,113190,113200,115070,115080,115030,115030
117790,117830,117790,117810,110490,110490,110430,110470,113200,113250,113190,113250,115040,115050,115020,115030
117810,117820,117800,117800,110470,110490,110450,110480,113250,113290,113240,113260,115040,115040,114970,115010
117800,117810,117790,117790,110470,110530,110470,110510,113270,113270,113210,113230,115020,115020,114960,114990
117780,117780,117710,117770,110510,110520,110490,110490,113220,113270,113210,113220,114990,115030,114970,115000
117770,117770,117760,117770,110500,110520,110480,110500,113210,113210,113130,113160,115000,115030,115000,115000
117770,117790,117760,117790,110500,110570,110480,110570,113160,113210,113160,113180,115010,115010,114950,114950
117790,117790,117790,117790,110570,110740,110570,110670,113180,113190,113170,113190,114960,114990,114890,114930
117780,117800,117750,117770,110650,110720,110640,110710,113180,113210,113160,113170,114930,114960,114910,114960
117760,117770,117750,117750,110700,110800,110700,110770,113180,113240,113160,113220,114970,115010,114950,114990
117750,117770,117750,117760,110780,110790,110750,110760,113220,113240,113190,113190,115000,115040,114990,115010
117760,117760,117730,117730,110760,110800,110750,110780,113190,113200,113170,113180,115010,115040,115010,115020
117730,117730,117720,117730,110790,110800,110760,110800,113180,113220,113080,113110,115030,115040,114980,114980
117740,117750,117730,117750,110780,110790,110700,110750,113120,113200,113110,113200,114990,114990,114990,114990
117740,117750,117730,117750,110750,110820,110730,110800,113180,113190,113060,113070,114990,115020,114980,115020
117740,117760,117730,117740,110800,110800,110710,110730,113060,113140,113060,113090,115020,115050,115010,115020
117760,117760,117690,117720,110730,110740,110550,110560,113080,113160,113070,113130,115020,115060,115010,115060
117720,117730,117720,117720,110580,110620,110570,110610,113120,113160,113100,113130,115060,115080,115050,115060
117720,117730,117670,117700,110610,110650,110610,110630,113120,113170,113120,113160,115060,115060,115030,115030
117690,117730,117670,117710,110620,110630,110540,110580,113170,113170,113100,113100,115030,115040,115000,115030
117720,117720,117690,117710,110580,110590,110540,110580,113100,113110,113030,113050,115040,115040,115000,115000
117710,117730,117700,117730,110590,110610,110550,110560,113060,113080,113030,113050,115010,115020,115000,115010
117720,117780,117720,117780,110560,110630,110560,110590,113040,113100,113040,113050,115020,115030,114980,115010
117780,117780,117750,117760,110600,110600,110540,110580,113060,113130,113020,113100,115020,115040,115010,115020
117740,117750,117720,117730,110570,110630,110560,110600,113100,113110,113050,113070,115030,115120,115010,115100
117720,117750,117710,117720,110610,110720,110610,110680,113080,113090,113050,113070,115100,115140,115090,115090
117710,117720,117700,117720,110680,110740,110680,110720,113070,113070,112960,112960,115090,115130,115080,115130
117720,117760,117710,117710,110720,110770,110720,110740,112960,112990,112880,112910,115130,115160,115110,115160
117720,117730,117640,117660,110740,110800,110740,110790,112920,112930,112820,112880,115150,115170,115150,115150
117660,117670,117500,117550,110780,110810,110700,110700,112880,112890,112750,112770,115160,115250,115150,115200
117540,117560,117510,117520,110700,110720,110670,110690,112750,112900,112740,112900,115200,115230,115200,115210
117530,117540,117430,117450,110680,110710,110640,110680,112900,112900,112830,112840,115220,115250,115220,115240
117460,117510,117430,117500,110700,110720,110660,110720,112860,112860,112790,112810,115240,115290,115230,115270
117500,117530,117470,117500,110720,110800,110720,110800,112820,112920,112800,112910,115280,115280,115240,115250
117490,117490,117440,117440,110790,110790,110730,110760,112910,113020,112900,113020,115260,115320,115250,115320
117450,117460,117430,117460,110760,110790,110750,110770,113020,113030,112980,112990,115320,115330,115290,115300
117460,117500,117430,117500,110780,110790,110740,110750,113000,113100,112980,113050,115300,115310,115270,115280
117490,117500,117470,117480,110740,110770,110700,110740,113040,113060,112960,112970,115300,115320,115290,115300
117470,117500,117460,117460,110770,110770,110710,110720,112980,112990,112920,112960,115300,115350,115300,115340
117470,117490,117460,117480,110730,110780,110720,110750,112980,113000,112950,113000,115340,115350,115310,115310
117470,117480,117460,117470,110760,110770,110720,110730,113000,113040,112960,112970,115300,115310,115280,115290
117470,117540,117470,117520,110720,110780,110720,110750,112980,113010,112980,113000,115290,115310,115280,115290
117520,117530,117500,117500,110760,110770,110720,110740,113000,113040,112980,113020,115300,115300,115280,115300
117520,117560,117510,117540,110740,110780,110730,110780,113010,113010,112970,112970,115310,115310,115270,115290
117530,117570,117510,117570,110780,110780,110660,110690,112990,113000,112930,112990,115290,115310,115260,115300
117570,117570,117560,117570,110710,110730,110690,110690,112990,113000,112950,112960,115290,115290,115260,115270
117580,117630,117580,117620,110700,110710,110660,110670,112960,112990,112920,112950,115260,115290,115260,115270
117610,117630,117590,117590,110690,110690,110670,110680,112950,112990,112940,112960,115280,115290,115260,115290
117580,117640,117580,117640,110680,110680,110620,110620,112950,112960,112930,112940,115300,115300,115290,115290
117630,117670,117590,117590,110630,110710,110610,110710,112940,112960,112900,112900,115300,115360,115300,115300
117590,117610,117580,117580,110700,110740,110690,110720,112900,112950,112890,112940,115280,115290,115270,115280
117610,117620,117590,117590,110720,110740,110710,110710,112940,112980,112940,112950,115270,115270,115260,115270
117600,117620,117570,117590,110720,110740,110710,110720,112960,112960,112890,112890,115260,115270,115250,115250
117590,117610,117590,117590,110710,110740,110710,110740,112890,112900,112850,112860,115250,115260,115240,115240
117600,117700,117600,117690,110740,110740,110680,110690,112860,112870,112820,112830,115250,115270,115230,115250
117690,117700,117650,117650,110700,110720,110670,110700,112830,112840,112800,112800,115260,115270,115260,115260
117660,117680,117620,117640,110710,110720,110700,110720,112800,112800,112750,112770,115250,115260,115230,115250
117650,117690,117630,117690,110710,110860,110710,110820,112770,112770,112690,112700,115240,115260,115220,115240
117690,117790,117690,117770,110830,111010,110800,110970,112700,112720,112670,112680,115240,115240,115220,115240
117770,117800,117730,117770,110960,110980,110830,110840,112690,112700,112600,112600,115240,115260,115220,115240
117760,117790,117760,117760,110840,110840,110810,110810,112600,112620,112500,112510,115250,115250,115210,115230
117760,117780,117760,117770,110830,110840,110780,110780,112520,112600,112520,112570,115230,115230,115160,115180
117770,117770,117730,117760,110790,110810,110770,110810,112560,112580,112500,112500,115170,115190,115160,115160
117760,117770,117760,117760,110800,110830,110790,110820,112520,112630,112490,112580,115160,115200,115160,115200
117770,117770,117730,117740,110810,110850,110770,110790,112570,112610,112570,112570,115180,115260,115160,115250
117740,117750,117740,117750,110790,110800,110760,110780,112590,112620,112580,112610,115260,115280,115250,115260
117760,117760,117740,117760,110790,110840,110760,110770,112600,112610,112520,112520,115260,115260,115210,115220
117750,117760,117740,117760,110770,110780,110750,110770,112520,112580,112520,112550,115210,115210,115210,115210
117760,117780,117760,117780,110780,110780,110720,110720,112540,112560,112520,112530,115240,115250,115220,115240
117780,117790,117750,117790,110720,110750,110720,110740,112530,112540,112490,112510,115240,115280,115240,115270
117770,117770,117750,117770,110740,110750,110730,110750,112520,112550,112510,112530,115270,115290,115260,115270
117760,117760,117750,117750,110750,110750,110740,110750,112520,112540,112510,112530,115270,115280,115260,115270
117750,117750,117740,117750,110740,110760,110730,110750,112520,112540,112500,112540,115260,115260,115210,115220
117750,117760,117750,117750,110750,110780,110750,110770,112540,112590,112520,112580,115220,115230,115200,115230
117750,117780,117750,117770,110780,110800,110770,110790,112560,112560,112510,112510,115230,115270,115200,115250
117770,117840,117770,117820,110790,110790,110770,110770,112500,112540,112500,112530,115250,115250,115210,115220
117820,117830,117800,117830,110790,110850,110790,110850,112520,112550,112510,112540,115200,115220,115200,115210
117840,117850,117830,117830,110850,110880,110830,110840,112540,112560,112530,112560,115200,115200,115180,115190
117820,117830,117820,117820,110840,110890,110840,110860,112560,112560,112520,112540,115200,115200,115170,115180
117810,117810,117790,117790,110860,110860,110820,110820,112530,112570,112520,112530,115190,115210,115170,115200
117790,117810,117790,117800,110810,110820,110810,110810,112530,112540,112500,112510,115190,115200,115170,115170
117820,117820,117780,117780,110810,110850,110800,110840,112520,112560,112500,112540,115180,115190,115160,115180
117780,117780,117760,117760,110820,110840,110800,110820,112540,112590,112540,112590,115180,115210,115180,115200
117760,117790,117760,117790,110830,110850,110780,110800,112590,112590,112560,112560,115200,115210,115130,115160
117770,117790,117770,117790,110800,110860,110800,110820,112570,112590,112570,112590,115150,115200,115130,115190
117790,117800,117770,117770,110820,110830,110820,110830,112580,112590,112550,112580,115200,115200,115160,115180
117770,117780,117770,117780,110830,110830,110820,110820,112560,112570,112540,112560,115170,115180,115170,115180
117770,117790,117770,117780,110820,110830,110820,110830,112540,112590,112540,112590,115190,115210,115170,115210
117800,117900,117800,117890,110830,110840,110830,110830,112580,112580,112560,112570,115200,115210,115170,115200
117880,117880,117820,117820,110820,110840,110790,110810,112560,112570,112490,112490,115210,115210,115180,115200
117820,117830,117810,117830,110810,110920,110800,110900,112490,112510,112450,112460,115180,115210,115160,115190
117830,117850,117720,117720,110920,110940,110900,110930,112470,112470,112410,112420,115200,115250,115190,115210
117740,117740,117720,117730,110930,110940,110900,110940,112430,112450,112400,112440,115210,115260,115200,115240
117740,117740,117720,117730,110930,111140,110930,111100,112460,112580,112460,112570,115250,115280,115230,115260
117720,117720,117650,117700,111110,111180,111060,111070,112580,112630,112570,112620,115250,115320,115250,115300
117700,117730,117700,117730,111080,111080,111060,111080,112630,112630,112480,112510,115310,115310,115250,115290
117730,117740,117710,117720,111080,111100,111070,111080,112510,112540,112480,112530,115280,115280,115240,115240
117720,117730,117700,117720,111080,111100,111080,111090,112520,112540,112520,112530,115240,115250,115200,115220
117710,117740,117710,117740,111090,111120,111090,111100,112530,112570,112530,112560,115210,115210,115180,115190
117740,117740,117670,117680,111100,111110,111080,111100,112570,112580,112520,112580,115210,115240,115200,115220
117680,117700,117650,117650,111100,111100,111080,111090,112590,112650,112580,112620,115220,115240,115210,115220
117650,117670,117610,117630,111090,111090,110970,110970,112640,112750,112640,112720,115230,115240,115210,115220
117620,117640,117600,117620,110980,111010,110970,110980,112720,112730,112680,112690,115210,115250,115200,115250
117620,117630,117600,117610,110970,111000,110970,111000,112700,112730,112690,112710,115240,115270,115230,115230
117610,117620,117590,117620,111000,111000,110950,110990,112720,112720,112670,112680,115240,115250,115200,115240
117620,117630,117610,117620,110980,111000,110980,111000,112680,112690,112630,112680,115250,115280,115250,115260
117610,117620,117580,117600,111000,111020,110990,110990,112680,112680,112540,112620,115270,115270,115220,115220
117610,117690,117560,117670,111000,111030,110960,110970,112620,112700,112550,112680,115220,115260,115190,115220
117690,117730,117580,117680,110960,111000,110920,111000,112680,112720,112660,112690,115200,115290,115160,115200
